year,country,country name,region,plantDay_sacks,harDay_sacks,yield,Production,Harvested_Area,yldAnom,yldAnomFD,yldAnomGau,yldAnomSmooth5,yldAnomSmooth9,yldAnomLinAbs,yldAnomSmooth5Abs,yldAnomSmooth9Abs,yldAnomGauAbs,expectedYld,expectedYldSmooth5,expectedYldSmooth9,expectedYldGau,prodAnomSmooth5,prodAnomSmooth9,prodAnomGau,directProdAnom,directProdExp,expectedProd,expectedProdSmooth5,expectedProdSmooth9,expectedProdGau,CDD1,EDD1,CDD2,EDD2,TAVG1,TAVG2,sumP1,sumP2,sfcSMgl1,sfcSMgl2,sfcSMfl1,sfcSMfl2CDD1haWgt,EDD1haWgt,CDD2haWgt,EDD_2_haWgt,TAVG1haWgt,TAVG2haWgt,sumP1haWgt,sumP2haWgt,sfcSMgl1haWgt,sfcSMgl2haWgt,sfcSMfl1haWgt,sfcSMfl2haWgt,country,state,ProdAnomLinAbs,sfcSMfl2,TAV1,TAV2,CDD1haWgt,TAV1haWgt,EDD2haWgt,TAV2haWgt
1974,Iran,Iran,25.0,,,0.7977000000000001,4700000.0,5892000.0,-0.15994308631551504,,-0.0999424780765914,-0.09467495914290963,-0.10078907815631306,-0.15187851903306437,-0.0834200000000006,-0.08941111111111155,-0.08857668851133849,0.9495785190330644,0.8811200000000007,0.8871111111111116,0.8862766885113386,-491510.64000000356,-526810.2666666693,-521893.8487088064,,,5594916.634142816,5191559.040000004,5226858.66666667,5221942.248708807,,,0.3836163580417633,0.3836163580417633,,,,0.4323846399784088,,-0.056291453540325165,,,,0.6486061215400696,,,,,0.4951280355453491,,-0.31170323491096497,,,,,-894868.2341428153,,,0.38361636,,,0.6486061,0.6486061
1974,Iraq,Iraq,25.0,,,0.8198000000000001,1339000.0,1633325.0,0.21718144441613527,,-0.03313836011345443,-0.08734664796384128,-0.036901669516636364,0.14627675187552136,-0.07846000000000009,-0.031411111111111056,-0.028097947524526656,0.6735232481244787,0.8982600000000002,0.8512111111111111,0.8478979475245267,-128150.67950000014,-51304.553055555465,-45893.0801404975,,,1100082.3592429142,1467150.5145000003,1390304.3880555555,1384892.9151404977,,,-0.23480801284313202,-0.23480801284313202,,,,1.6918293237686157,,0.6828250288963318,,,,-0.047149691730737686,,,,,1.3839938640594482,,0.6048049926757812,,,,,238917.47575708592,,,-0.23480801,,,-0.04714969,-0.04714969
1974,Ireland,Ireland,7.0,,,4.2967,245000.0,57021.0,-0.12977150668663134,,-0.012627865584992804,0.04632191073620253,-0.009023022674156294,-0.6407388830230607,0.19022000000000094,-0.039122222222221836,-0.05495207750741837,4.937438883023061,4.1064799999999995,4.335822222222222,4.351652077507419,10846.534620000053,-2230.7882333333114,-3133.422411550503,,,281537.70254885795,234155.59607999996,247232.91893333333,248135.55311155051,,,,,,,,-0.5597212314605713,,,,,,,,,,,-0.5597211718559265,,,,,,,-36535.571848857944,,,,,,,
1974,Israel,Israel,12.0,,,2.4545,274000.0,111630.0,0.28198480490675804,,0.149044732523375,0.035156085258567366,0.17350353796136891,0.5398907233490791,0.08335999999999943,0.36289999999999933,0.3183777668735641,1.9146092766509208,2.3711400000000005,2.0916000000000006,2.136122233126436,9305.476799999937,40510.52699999993,35540.51011609596,,,213727.8335525423,264690.3582000001,233485.30800000008,238455.32488390402,,,,,,,,,,,,,,,,,,,,,,,,,,60268.0014474577,,,,,,,
1974,Italy,Italy,40.0,,,2.5797000000000003,9576700.0,3712300.0,0.04401648813144174,,0.03011249519112432,0.014751003068208672,0.032522458418571494,0.10876201259609264,0.03750000000000009,0.08125555555555541,0.07541040828762169,2.4709379874039077,2.5422000000000002,2.498444444444445,2.5042895917123786,139211.25000000032,301644.99888888834,279946.058686138,,,9172863.090639526,9437409.06,9274975.311111113,9296674.251313863,,,-1.0029035806655884,-1.0029035806655884,,,,-0.4534207880496979,,-0.06588304787874222,,,,-1.027417778968811,,,,,-0.5836530327796936,,-0.07452423870563507,,,,,403757.21936047473,,,-1.0029036,,,-1.0274178,-1.0274178
1974,Japan,Japan,37.0,,,2.7983000000000002,231700.0,82800.0,0.0023987486027793755,,0.03295404935073152,0.06168333510388131,0.053074587922426815,0.0066963553421368616,0.16258000000000195,0.141033333333334,0.08927339638787846,2.7916036446578634,2.6357199999999983,2.657266666666666,2.7090266036121218,13461.624000000162,11677.560000000056,7391.837220916336,,,231144.78177767107,218237.61599999986,220021.67999999996,224307.40277908367,,,-1.041869878768921,-1.041869878768921,,,,-0.4069184958934784,,-1.0904430150985718,,,,0.06754807382822037,,,,,0.3493429124355316,,-0.5293244123458862,,,,,554.4582223289322,,,-1.0418699,,,0.067548074,0.067548074
1974,Jordan,Jordan,12.0,,,0.993,244465.0,246196.0,0.3738355930641832,,0.6382039428184739,0.5083849799489607,0.7475899020317172,0.27020609000584483,0.33467999999999987,0.42478888888888877,0.38684836402506917,0.7227939099941552,0.6583200000000001,0.5682111111111112,0.6061516359749308,82396.87727999997,104581.32528888885,95240.51982951594,,,177948.969464921,162075.75072000004,139891.30271111114,149232.10817048408,,,,,,,,,,,,,,,,,,,,,,,,,,66523.65853507897,,,,,,,
1974,Kenya,Kenya,9.0,,,1.6413,172332.0,105000.0,0.02544517381157502,,0.014753932149700145,0.018555293533573176,0.05339836980938333,0.04072686170212747,0.029899999999999816,0.08320000000000016,0.023863547674068508,1.6005731382978725,1.6114000000000002,1.5580999999999998,1.6174364523259315,3139.4999999999804,8736.000000000016,2505.6725057771932,,,168060.17952127662,169197.00000000003,163600.49999999997,169830.82749422282,,,-1.100106954574585,-1.100106954574585,,,,0.3890581429004669,,0.9628156423568726,,,,2.6353940963745117,,,,,0.3610200583934784,,1.0359801054000854,,,,,4276.320478723384,,,-1.100107,,,2.635394,2.635394
1974,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Lebanon,Lebanon,12.0,,,1.4529,75560.0,52006.0,0.23304562806696383,,0.2914627701083384,0.18218063466232687,0.30647336816969223,0.2745981051401154,0.22389999999999977,0.34082222222222214,0.32789660568758094,1.1783018948598847,1.2290000000000003,1.112077777777778,1.1250033943124191,11644.143399999988,17724.800488888883,17052.590875388334,,,61278.76834408316,63915.37400000002,57834.71691111112,58506.92652461167,,,-0.31501588225364685,-0.31501588225364685,,,,0.333241730928421,,-0.4403146803379059,,,,-0.31501585245132446,,,,,0.640288770198822,,-0.44031453132629395,,,,,14280.749055916842,,,-0.31501588,,,-0.31501585,-0.31501585
1974,Lesotho,Lesotho,17.0,,,0.7442000000000001,57000.0,76592.0,-0.006699201350480465,,-0.011972500024728916,0.2115390876827403,-0.06566227244193333,-0.0050191700759788516,0.12994000000000006,-0.0522999999999999,-0.009017901342448731,0.7492191700759789,0.61426,0.7965,0.7532179013424488,9952.364480000004,-4005.7615999999925,-690.6990996208332,,,57384.19467445938,47047.401920000004,61005.528,57690.46549962084,,,0.26669424772262573,0.26669424772262573,,,,0.4850786030292511,,1.0219205617904663,,,,-0.779801607131958,,,,,0.40577661991119385,,1.4056035280227661,,,,,-384.4282744593722,,,0.26669425,,,-0.7798016,-0.7798016
1974,Libya,Libya,12.0,,,0.29150000000000004,38682.0,132681.0,-0.34185547646245157,,-0.18450593587438957,-0.2510277492291881,-0.14329099043202834,-0.1514118371040724,-0.09770000000000001,-0.04875555555555561,-0.06595201936270662,0.44291183710407245,0.38920000000000005,0.34025555555555564,0.35745201936270665,-12962.933700000001,-6468.935866666674,-8750.579881063277,,,58765.98545880544,51639.44520000001,45145.44736666668,47427.091381063285,,,0.3422720730304718,0.3422720730304718,,,,-0.1962159425020218,,-1.2556089162826538,,,,0.4721561074256897,,,,,0.538977861404419,,-2.1191632747650146,,,,,-20089.473958805433,,,0.34227207,,,0.4721561,0.4721561
1974,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Malawi,Malawi,17.0,,,2.0923000000000003,544.0,260.0,0.30190243369893893,,-0.015813225786812192,0.0009280698061572846,-0.048709516087477346,0.4851903227752641,0.0019399999999989426,-0.10713333333333397,-0.033617615254175615,1.6071096772247362,2.0903600000000013,2.1994333333333342,2.125917615254176,0.5043999999997251,-27.85466666666683,-8.74057996608566,,,417.84851607843143,543.4936000000004,571.8526666666669,552.7385799660857,,,,,,,,,,,,,,,,,,,,,,,,,,126.14948392156866,,,,,,,
1974,Mali,Mali,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Malta,Malta,18.0,,,1.8388,1780.0,968.0,-0.22250594409608782,,-0.2111496245418096,-0.19416616269183895,-0.22135702153487102,-0.5262341581868646,-0.44305999999999957,-0.5227444444444438,-0.4921870378548836,2.3650341581868646,2.2818599999999996,2.361544444444444,2.3309870378548836,-428.8820799999996,-506.0166222222216,-476.43705264352735,,,2289.353065124885,2208.8404799999994,2285.9750222222215,2256.3954526435273,,,,,,,,,,,,,,,,,,,,,,,,,,-509.3946651248849,,,,,,,
1974,Mauritania,Mauritania,18.0,,,0.5,150.0,300.0,-0.1843086011595006,,-0.11495599642817564,-0.051125365316734485,-0.1330983066520258,-0.11297691836734713,-0.026940000000000075,-0.07676666666666676,-0.06494366153786757,0.6129769183673471,0.5269400000000001,0.5767666666666668,0.5649436615378676,-8.082000000000022,-23.03000000000003,-19.48309846136027,,,183.89307551020414,158.08200000000002,173.03000000000003,169.48309846136027,,,,,,,,,,,,,,,,,,,,,,,,,,-33.89307551020414,,,,,,,
1974,Mexico,Mexico,0.0,,,3.6022000000000003,2788677.0,774149.0,0.1272896693825177,,0.07765568185328853,0.06836947753048962,0.08100952641354069,0.4067480253774214,0.23052000000000117,0.26994444444444543,0.2595739083292825,3.195451974622579,3.371679999999999,3.332255555555555,3.342626091670718,178456.8274800009,208977.22172222298,200948.88155920574,,,2473755.950702095,2610182.7003199994,2579662.3060777774,2587690.6462407946,,,0.5137237310409546,0.5137237310409546,,,,-0.8159787058830261,,-0.7441006302833557,,,,0.6410625576972961,,,,,-0.979413628578186,,-0.9387030005455017,,,,,314883.5770979054,,,0.51372373,,,0.64106256,0.64106256
1974,Mongolia,Mongolia,37.0,,,0.8203,250200.0,305000.0,0.002726625138499163,,-0.027683390970022377,-0.0861999821762763,-0.04565726030584661,0.0022305686764844124,-0.07737999999999967,-0.039244444444444304,-0.023355237791694683,0.8180694313235156,0.8976799999999997,0.8595444444444443,0.8436552377916947,-23600.8999999999,-11969.555555555513,-7123.347526466879,,,249511.17655367227,273792.3999999999,262161.0555555555,257314.84752646688,0.3767900764942169,-0.6519347429275513,0.6209415197372437,0.6209415197372437,,,-1.0417400598526,,-1.219448447227478,0.31058889627456665,,,-0.10316548496484756,0.6209414005279541,,,,-1.1796085834503174,,-0.5489852428436279,0.3105883002281189,,,,,680.3234463277457,,0.0595449,0.6209415,0.40149713,-0.15656811,0.6209414,0.6209414
1974,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Morocco,Morocco,18.0,,,0.9666,1853000.0,1917000.0,-0.0007663180577525795,,0.011790485881251579,-0.011656441717791824,0.007224730809308802,-0.0007412910993791488,-0.01140000000000041,0.006933333333333347,0.01126387706926446,0.9673412910993792,0.9780000000000004,0.9596666666666667,0.9553361229307356,-21853.800000000785,13291.200000000026,21592.85234177997,,,1854393.2550375098,1874826.0000000007,1839681.0,1831379.34765822,,,-0.5301816463470459,-0.5301816463470459,,,,0.06386853754520416,,-0.0390409454703331,,,,0.1617303043603897,,,,,0.050634462386369705,,-0.24332302808761597,,,,,-1421.0550375098283,,,-0.53018165,,,0.1617303,0.1617303
1974,Mozambique,Mozambique,17.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.381142616271973,,,,,,,,,,,6.3811421394348145,,,,,,,,,,,,,,
1974,Myanmar,Myanmar,21.0,,,0.4555,24654.0,54126.0,-0.40007450414653106,,-0.29642220774749745,-0.22825387143776876,-0.32063371062095014,-0.303760946814728,-0.13471999999999984,-0.2149777777777777,-0.1919053118443632,0.759260946814728,0.5902199999999999,0.6704777777777777,0.6474053118443632,-7291.854719999991,-11635.887199999996,-10387.066908888004,,,41095.75800729397,31946.247719999992,36290.280199999994,35041.459908888006,,,,,,,,,,,,,,,,,,,,,,,,,,-16441.365007293967,,,,,,,
1974,Namibia,Namibia,36.0,,,2.0,800.0,400.0,-0.11453764924481308,,0.040128838350448455,0.052631578947368474,0.05882352941176473,-0.2587069888338607,0.10000000000000009,0.11111111111111116,0.0771612840080258,2.2587069888338607,1.9,1.8888888888888888,1.9228387159919742,40.000000000000036,44.444444444444464,30.86451360321032,,,903.4827955335443,760.0,755.5555555555555,769.1354863967897,,,-0.4775044322013855,-0.4775044322013855,,,,-0.3314676582813263,,0.5219835042953491,,,,-0.4775044023990631,,,,,-0.3314664959907532,,0.5219830870628357,,,,,-103.48279553354428,,,-0.47750443,,,-0.4775044,-0.4775044
1974,Nepal,Nepal,23.0,,,1.1258000000000001,308389.0,273925.0,-0.02482694989418829,,0.023238999594146922,0.008998350899834933,0.03839058784947097,-0.02866176437899348,0.010039999999999827,0.041622222222222005,0.02556828439247094,1.1544617643789936,1.1157600000000003,1.0841777777777781,1.1002317156075292,2750.2069999999526,11401.367222222163,7003.792302207603,,,316235.93880751583,305634.5580000001,296983.39777777786,301380.97269779246,,,-0.12469559907913208,-0.12469559907913208,,,,-0.674041211605072,,1.1833747625350952,,,,0.13703739643096924,,,,,-0.8606566190719604,,1.2476763725280762,,,,,-7851.173807515789,,,-0.1246956,,,0.1370374,0.1370374
1974,Netherlands,Netherlands,16.0,,,5.7334000000000005,745883.0,130095.0,0.02060372665067922,,0.09941266099117975,0.11662492355752581,0.09825430676695558,0.11574463554691317,0.5988200000000008,0.5129333333333328,0.5184336789545148,5.617655364453087,5.13458,5.220466666666668,5.214966321045486,77903.48790000011,66730.06199999993,67445.6294635876,,,730828.8746385244,667983.1851,679156.6110000001,678441.0435364124,,,,,,,,,,,,,,,,,,,,,,,,,,15057.798361475669,,,,,,,
1974,New Caledonia,New Caledonia,31.0,,,3.25,65.0,20.0,0.4711136667537384,,0.28864638035775,0.15248226950354635,0.29927240745182704,1.0407893363728475,0.4300000000000006,0.7486000000000002,0.7279737486262561,2.2092106636271525,2.8199999999999994,2.5014,2.522026251373744,8.600000000000012,14.972000000000003,14.559474972525122,,,44.18421327254305,56.39999999999999,50.028,50.44052502747488,,,,,,,,,,,,,,,,,,,,,,,,,,20.815786727456953,,,,,,,
1974,New Zealand,New Zealand,28.0,,,3.1830000000000003,214582.0,67414.0,-0.09831136636879702,,-0.06932909818130618,-0.0737884757520552,-0.059591692025880855,-0.34704338890432274,-0.2535799999999977,-0.20169999999999888,-0.23711337603857707,3.530043388904323,3.436579999999998,3.384699999999999,3.4201133760385773,-17094.842119999845,-13597.403799999924,-15984.761132264635,,,237974.34501959602,231673.60411999986,228176.16579999993,230563.52313226464,,,,,,,,,,,,,,,,,,,,,,,,,,-23395.58301959601,,,,,,,
1974,Niger,Niger,18.0,,,1.0185,1650.0,1620.0,-0.22528768332462012,,-0.13577638367726286,-0.0964015756414351,-0.19140283866870145,-0.2961815638233516,-0.10865999999999998,-0.2410888888888889,-0.16001442701104063,1.3146815638233516,1.12716,1.2595888888888889,1.1785144270110406,-176.02919999999997,-390.564,-259.22337175788584,,,2129.7841333938295,1825.9992,2040.5339999999999,1909.1933717578856,,,,,,,,,,,,,,,,,,,,,,,,,,-479.8141333938296,,,,,,,
1974,Nigeria,Nigeria,24.0,,,1.5,18000.0,12000.0,-0.18905506192039856,,-0.1382538044661014,-0.074542515516837,-0.13297581965897043,-0.3496940168985452,-0.1208199999999997,-0.23005555555555546,-0.24065172294804094,1.8496940168985452,1.6208199999999997,1.7300555555555555,1.740651722948041,-1449.8399999999965,-2760.6666666666656,-2887.820675376491,,,22196.32820278254,19449.839999999997,20760.666666666664,20887.82067537649,,,,,,,,,,,,,,,,,,,,,,,,,,-4196.328202782543,,,,,,,
1974,North Korea,North Korea,,,,0.9714,102000.0,105000.0,-0.046223087163455724,,0.0004447659989159772,0.004467055465938923,-0.0037150150423919397,-0.04707715846994498,0.0043200000000002126,-0.0036222222222219713,0.00043185361754138896,1.018477158469945,0.9670799999999998,0.975022222222222,0.9709681463824587,453.6000000000223,-380.333333333307,45.344629841845844,,,106940.10163934423,101543.39999999998,102377.33333333331,101951.65537015816,,,,,,,,,,,,,,,,,,,,,,,,,,-4943.101639344223,,,,,,,
1974,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Norway,Norway,16.0,,,4.3806,62095.0,14175.0,0.24350663478872722,,0.2081221670172523,0.20954248005080475,0.21945667067735197,0.8578202435861813,0.7588999999999997,0.7883444444444438,0.7546421957364484,3.522779756413819,3.6217000000000006,3.5922555555555564,3.625957804263552,10757.407499999996,11174.782499999992,10697.053124564156,,,49935.403047165884,51337.59750000001,50920.22250000001,51397.95187543585,,,-0.42044690251350403,-0.42044690251350403,,,,,,-0.129855215549469,,,,-0.4204474687576294,,,,,,,-0.12985511124134064,,,,,12159.601952834118,,,-0.4204469,,,-0.42044747,-0.42044747
1974,Oman,Oman,25.0,,,1.6667,3000.0,1800.0,-0.015683185585387584,,0.1327643171870627,7.993445908382965e-16,0.15756453293205275,-0.026555642484590525,1.3322676295501878e-15,0.22686666666666722,0.19534362452832799,1.6932556424845906,1.6666999999999987,1.4398333333333329,1.471356375471672,2.398081733190338e-12,408.360000000001,351.61852415099037,,,3047.860156472263,3000.0599999999977,2591.6999999999994,2648.4414758490097,,,,,,,,,,,,,,,,,,,,,,,,,,-47.80015647226294,,,,,,,
1974,Pakistan,Pakistan,5.0,,,1.248,7628503.0,6112691.0,-0.003037422620077804,,-0.020292524225416445,-0.028884462151394286,-0.017021835207631317,-0.003802252477539625,-0.03711999999999982,-0.021611111111111025,-0.025849624361901524,1.2518022524775396,1.2851199999999998,1.269611111111111,1.2738496243619015,-226903.0899199989,-132102.04438888837,-158010.7661903762,,,7651880.362499184,7855541.457919999,7760740.412388888,7786649.134190376,,,-0.12325818091630936,-0.12325818091630936,,,,-0.5408673286437988,,0.0492921844124794,,,,-0.10837772488594055,,,,,-0.3484642803668976,,0.7019433975219727,,,,,-23241.994499184166,,,-0.12325818,,,-0.108377725,-0.108377725
1974,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Paraguay,Paraguay,22.0,,,1.1632,35245.0,30300.0,0.026818403767405,,0.1638042949878036,0.22166908227781632,0.1978854383596129,0.030380413077707003,0.21106000000000003,0.19215555555555563,0.16371924107034674,1.132819586922293,0.95214,0.9710444444444444,0.9994807589296533,6395.118,5822.313333333335,4960.693004431507,,,34324.43348374548,28849.842,29422.646666666664,30284.266995568494,,,,,,,,,,,,,,,,,,,,,,,,,,920.5265162545222,,,,,,,
1974,Peru,Peru,27.0,,,0.9241,127364.0,137825.0,-0.07147354402120087,,-0.012457377410983475,0.0017126999956643197,-0.01284257753617149,-0.0711328165231081,0.0015800000000002479,-0.012022222222222045,-0.011657079099339995,0.9952328165231081,0.9225199999999998,0.9361222222222221,0.93575707909934,217.76350000003416,-1656.9627777777534,-1606.6369268665348,,,137167.9629372974,127146.31899999997,129021.04527777775,128970.71942686653,,,,,,,,,,,,,,,,,,,,,,,,,,-9803.880437297374,,,,,,,
1974,Poland,Poland,6.0,,,3.2007000000000003,6408400.0,2002200.0,0.1909661422601344,,0.12516536806279166,0.09343399836020781,0.11849145395385713,0.5132180587200157,0.2735000000000003,0.3390777777777787,0.3560514791246403,2.6874819412799846,2.9272,2.8616222222222216,2.84464852087536,547601.7000000007,678901.5266666685,712886.2715033548,,,5380876.342830786,5860839.84,5729540.013333332,5695555.268496646,,,-1.5497435331344604,-1.5497435331344604,,,,-0.8809137344360352,,-0.8606866002082825,,,,-1.9180914163589478,,,,,-0.9488639235496521,,-0.8875267505645752,,,,,1027565.1971692154,,,-1.5497435,,,-1.9180914,-1.9180914
1974,Portugal,Portugal,0.0,,,1.1763000000000001,546295.0,464400.0,0.0938885632418947,,0.017137031977711614,-0.05025271690861843,0.029574232198082175,0.10096194498471833,-0.062240000000000295,0.03378888888888887,0.01981865774387015,1.0753380550152818,1.2385400000000004,1.1425111111111113,1.15648134225613,-28904.256000000136,15691.55999999999,9203.784656253298,,,499386.9927490969,575177.9760000001,530582.16,537069.9353437468,,,-0.1949670910835266,-0.1949670910835266,,,,,,-0.6979995369911194,,,,-0.1949668824672699,,,,,,,-0.6979995965957642,,,,,46886.7272509032,,,-0.19496709,,,-0.19496688,-0.19496688
1974,Qatar,Qatar,25.0,,,1.3333000000000002,20.0,15.0,-0.31852616744223367,,-0.05723637965226896,0.06381450866498593,,-0.6231947857142857,0.07998000000000016,,-0.08094634046466775,1.9564947857142858,1.25332,,1.414246340464668,1.1997000000000024,,-1.2141951069700163,,,29.34742178571429,18.7998,,21.213695106970018,,,,,,,,,,,,,,,,,,,,,,,,,,-9.347921785714284,,,,,,,
1974,Romania,Romania,6.0,,,2.089,5006700.0,2396700.0,0.0022062835950582916,,-0.0880461216268694,-0.10660827616880773,-0.0996336470081171,0.004598780216727327,-0.24927999999999972,-0.2311666666666663,-0.20168601991873425,2.0844012197832726,2.3382799999999997,2.3201666666666663,2.290686019918734,-597449.3759999993,-554037.1499999991,-483380.88393923035,,,4995684.403454569,5604155.675999999,5560743.449999999,5490087.183939231,,,-1.3368984460830688,-1.3368984460830688,,,,-1.4165592193603516,,-1.6628607511520386,,,,-1.532577395439148,,,,,-1.5490442514419556,,-1.6335418224334717,,,,,11021.896545430385,,,-1.3368984,,,-1.5325774,-1.5325774
1974,Rwanda,Rwanda,9.0,,,0.8200000000000001,2793.0,3406.0,0.007951480236747431,,-0.0049057743671186895,-0.004491926672332338,-0.01154536444242053,0.006468777438177309,-0.0037000000000001476,-0.009577777777777796,-0.004042566902123124,0.8135312225618228,0.8237000000000002,0.8295777777777779,0.8240425669021232,-12.602200000000503,-32.621911111111174,-13.768982868631358,,,2770.887344045568,2805.522200000001,2825.5419111111114,2806.6889828686317,,,,,,,,,,,,,,,,,,,,,,,,,,22.032655954431913,,,,,,,
1974,Saudi Arabia,Saudi Arabia,25.0,,,1.8423,153385.0,83257.0,-0.19061585339687473,,0.059295912472225785,0.11332019966400361,0.08616217066044779,-0.43387504955079925,0.1875199999999999,0.1461444444444444,0.10312591435629259,2.2761750495507993,1.6547800000000001,1.6961555555555556,1.7391740856437075,15612.352639999992,12167.548011111108,8585.954251561852,,,189507.5061004509,137772.01846000002,141216.8230888889,144798.41684843815,,,,,,,,,,,,,,,,,,,,,,,,,,-36123.13500045089,,,,,,,
1974,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,South Africa,South Africa,0.0,,,0.8558,1596000.0,1865000.0,-0.038319746979666225,,-0.07332307304355096,-0.10242695026534891,-0.06551648831622585,-0.03410077243678722,-0.09765999999999952,-0.05999999999999961,-0.06771495446289444,0.8899007724367872,0.9534599999999995,0.9157999999999996,0.9235149544628944,-182135.89999999912,-111899.99999999927,-126288.39007329813,,,1659664.9405946082,1778202.8999999992,1707966.9999999993,1722355.3900732982,,,-0.5588756203651428,-0.5588756203651428,,,,1.3697913885116577,,1.748273253440857,,,,-0.42121651768684387,,,,,1.838387370109558,,1.2629132270812988,,,,,-63597.94059460816,,,-0.5588756,,,-0.42121652,-0.42121652
1974,South Korea,South Korea,,,,2.0341,74198.0,36477.0,-0.19263508390023681,,-0.09468790307017062,-0.08845250685643623,-0.05917269237292099,-0.4853307548393069,-0.19738000000000033,-0.12793333333333434,-0.21274946428774255,2.519430754839307,2.2314800000000004,2.1620333333333344,2.2468494642877426,-7199.8302600000125,-4666.624200000037,-7760.462208823985,,,91901.2756442734,81397.69596000001,78864.48990000004,81958.32790882398,,,,,,,,,,,,,,,,,,,,,,,,,,-17703.409944273397,,,,,,,
1974,Spain,Spain,40.0,,,1.433,4534600.0,3164400.0,-0.06483467064577847,,-0.013156889967336155,-0.002144727313241891,-0.007602456178150151,-0.09934936649069126,-0.0030800000000004157,-0.010977777777778197,-0.019105188181907318,1.5323493664906913,1.4360800000000005,1.4439777777777782,1.4521051881819074,-9746.352000001316,-34738.080000001326,-60456.457482827514,,,4848966.335323144,4544331.552000001,4569323.280000001,4595041.657482828,,,0.07119748741388321,0.07119748741388321,,,,0.2181347757577896,,-0.11842388659715652,,,,-0.8158526420593262,,,,,0.2683427631855011,,-0.11688975989818573,,,,,-314381.13532314345,,,0.07119749,,,-0.81585264,-0.81585264
1974,Sudan,Sudan,9.0,,,1.3352000000000002,235000.0,176000.0,0.04960519363066334,,0.1580003638797787,0.14988459816046018,0.1508140203026239,0.06310263605552224,0.17403999999999997,0.17497777777777768,0.18217790981124615,1.272097363944478,1.1611600000000002,1.1602222222222225,1.153022090188754,30631.039999999994,30796.08888888887,32063.31212677932,,,223889.13605422812,204364.16000000003,204199.11111111115,202931.8878732207,,,-0.030482886359095573,-0.030482886359095573,,,,0.7155463695526123,,0.3866959512233734,,,,-0.07006508111953735,,,,,1.169540286064148,,0.32437267899513245,,,,,11106.063945771915,,,-0.030482886,,,-0.07006508,-0.07006508
1974,Sweden,Sweden,16.0,,,5.3041,1793100.0,338062.0,0.21385682070043152,,0.1943261563267539,0.13646297565992474,0.2060010913831262,0.9344742669259984,0.6369000000000007,0.9060111111111118,0.8630183307236727,4.369625733074002,4.667199999999999,4.398088888888888,4.441081669276327,215311.68780000022,306287.92824444466,291753.70292110625,,,1477204.4145744632,1577802.9663999998,1486826.7259555554,1501360.9512788937,,,2.351250410079956,2.351250410079956,,,,-1.4062623977661133,,-0.7744849920272827,,,,1.5437947511672974,,,,,-1.2884095907211304,,-0.7436012625694275,,,,,315910.2396255369,,,2.3512504,,,1.5437948,1.5437948
1974,Switzerland,Switzerland,40.0,,,4.6371,411400.0,88720.0,0.07583883204112206,,0.12579206493328438,0.10536628622100135,0.1361078670771838,0.3268819060850232,0.4420199999999985,0.5555333333333312,0.5181333236139842,4.310218093914977,4.195080000000002,4.081566666666669,4.118966676386016,39216.01439999987,49286.91733333314,45968.78847103268,,,382402.54929213674,372187.4976000002,362116.5946666669,365434.72352896736,,,,,,,,0.1826513409614563,,0.415851891040802,,,,,,,,,0.18265174329280853,,0.3211822807788849,,,,,29000.96270786326,,,,,,,
1974,Syria,Syria,12.0,,,1.0603,1629896.0,1537220.0,-0.04487924722122654,,0.17495589376974877,0.09548704384841064,0.21728980903907208,-0.04982141335556167,0.09241999999999972,0.18926666666666647,0.1578831470591503,1.1101214133555617,0.9678800000000003,0.8710333333333335,0.9024168529408497,142069.8723999996,290944.50533333304,242701.13132226703,,,1706500.8390384365,1487844.4936000004,1338969.860666667,1387213.234677733,,,0.320466011762619,0.320466011762619,,,,1.2204961776733398,,0.7107482552528381,,,,0.4270709156990051,,,,,1.0638210773468018,,0.5449531674385071,,,,,-76586.47303843651,,,0.320466,,,0.42707092,0.42707092
1974,Tanzania,Tanzania,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23261500895023346,-0.23261500895023346,,,,-1.0845710039138794,,-1.3475072383880615,,,,-0.19444233179092407,,,,,-1.105886697769165,,-1.3027853965759277,,,,,,,,-0.23261501,,,-0.19444233,-0.19444233
1974,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
