year,country,country name,region,plantDay_sacks,harDay_sacks,yield,Production,Harvested_Area,yldAnom,yldAnomFD,yldAnomGau,yldAnomSmooth5,yldAnomSmooth9,yldAnomLinAbs,yldAnomSmooth5Abs,yldAnomSmooth9Abs,yldAnomGauAbs,expectedYld,expectedYldSmooth5,expectedYldSmooth9,expectedYldGau,prodAnomSmooth5,prodAnomSmooth9,prodAnomGau,directProdAnom,directProdExp,expectedProd,expectedProdSmooth5,expectedProdSmooth9,expectedProdGau,CDD1,EDD1,CDD2,EDD2,TAVG1,TAVG2,sumP1,sumP2,sfcSMgl1,sfcSMgl2,sfcSMfl1,sfcSMfl2CDD1haWgt,EDD1haWgt,CDD2haWgt,EDD_2_haWgt,TAVG1haWgt,TAVG2haWgt,sumP1haWgt,sumP2haWgt,sfcSMgl1haWgt,sfcSMgl2haWgt,sfcSMfl1haWgt,sfcSMfl2haWgt,country,state,ProdAnomLinAbs,sfcSMfl2,TAV1,TAV2,CDD1haWgt,TAV1haWgt,EDD2haWgt,TAV2haWgt
1967,Chad,Chad,12,,,2.2222,8000,3600,0.336517118,,0.344881281,0.316625193,0.377093203,0.55952021,0.5344,0.608511111,0.569860845,1.66267979,1.6878,1.613688889,1.652339155,1923.84,2190.64,2051.499041,,,5985.647243,6076.08,5809.28,5948.420959,,,,,,,,,,,,,,,,,,,,,,,,,,2014.272757,,,,,,,
1967,Chile,Chile,0,,,1.675,1203500,718500,0.416702033,,0.021955428,0.007579403,0.003735294,0.492676575,0.0126,0.006233333,0.03598527,1.182323425,1.6624,1.668766667,1.63901473,9053.1,4478.65,25855.41636,,,849499.3809,1194434.4,1199008.85,1177632.084,,,0.530240953,0.530240953,,,,0.177050948,,-0.164408937,,,,0.569100618,,,,,0.146616936,,0.011036178,,,,,353988.1191,,,0.53024095,,,0.5691006,0.5691006
1967,China,China,37,,,1.127,28485008,25274000,0.078216664,,0.069919454,0.042206111,0.076157535,0.081755535,0.04564,0.079755556,0.073649679,1.045244465,1.08136,1.047244444,1.053350321,1153505.36,2015741.911,1861421.994,,,26417508.61,27330292.64,26468056.09,26622376.01,-0.987330139,0.103992634,1.019733906,1.019733906,,,0.546836853,0.192736015,0.540546417,-1.731164813,,,0.319947153,1.14992547,,,,0.880981207,0.105288699,0.590482473,-1.525022268,,,,,2066289.388,,-0.30110818,1.0197339,-0.7364137,-0.30275515,1.1499255,1.1499255
1967,Colombia,Colombia,38,,,1.1765,80000,68000,-0.007756104,,0.077069817,0.040984622,0.10130532,-0.009196384,0.04632,0.108222222,0.084184551,1.185696384,1.13018,1.068277778,1.092315449,3149.76,7359.111111,5724.549501,,,80627.35412,76852.24,72642.88889,74277.4505,,,,,,,,,,,,,,,,,,,,,,,,,,-625.3541243,,,,,,,
1967,Cyprus,Cyprus,12,,,1.6033,96520,60201,0.481132866,,0.49084186,0.267170384,0.488871921,0.520817775,0.33804,0.526444444,0.527867358,1.082482225,1.26526,1.076855556,1.075432642,20350.34604,31692.482,31778.14281,,,65166.51241,76169.91726,64827.7813,64742.12049,,,,,,,,,,,,,,,,,,,,,,,,,,31353.75089,,,,,,,
1967,Czechoslovakia,Czechoslovakia,,,,2.713,2515790,927297,-0.16075074,,-0.034701599,-0.025698854,-0.026287875,-0.519651048,-0.07156,-0.073244444,-0.097529881,3.232651048,2.78456,2.786244444,2.810529881,-66357.37332,-67919.3536,-90439.16589,,,2997627.618,2582114.134,2583676.115,2606195.927,,,,,,,,,,,,,,,,,,,,,,,,,,-481870.8575,,,,,,,
1967,Dem. Rep. Congo,Dem. Rep. Congo,,,,0.9341,3956,4235,0.294105151,,0.024256754,-0.097330937,0.026734245,0.212288485,-0.10072,0.024322222,0.022121635,0.721811515,1.03482,0.909777778,0.911978365,-426.5492,103.0046111,93.6851235,,,3056.871767,4382.4627,3852.908889,3862.228377,,,,,,,,,,,,,,,,,,,,,,,,,,899.0417333,,,,,,,
1967,Denmark,Denmark,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.370304108,,0.271971166,,,,,,,,,1.392582417,,0.274432689,,,,,,,,,,,,
1967,Ecuador,Ecuador,0,,,0.9869,78543,79585,0.181231763,,0.061557343,0.02277909,0.076996762,0.151416202,0.02198,0.070555556,0.05722813,0.835483798,0.96492,0.916344444,0.92967187,1749.2783,5615.163889,4554.500742,,,66491.97809,76793.1582,72927.27261,73987.93576,,,,,,,,,,,,,,,,,,,,,,,,,,12050.45841,,,,,,,
1967,Egypt,Egypt,12,,,2.4509,1299000,530000,-0.100833246,,-0.080010285,-0.037972398,-0.078320276,-0.274845797,-0.09674,-0.208266667,-0.213151521,2.725745797,2.54764,2.659166667,2.664051521,-51272.2,-110381.3333,-112970.3063,,,1444645.272,1350249.2,1409358.333,1411947.306,,,-0.178263217,-0.178263217,,,,0.275484204,,-0.017551089,,,,-0.109777659,,,,,0.055858005,,0.293443859,,,,,-145668.2724,,,-0.17826322,,,-0.10977766,-0.10977766
1967,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Ethiopia,Ethiopia,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.092459917,-2.092459917,,,,1.037068963,,1.5364573,,,,-1.810453057,,,,,0.56765306,,0.893859565,,,,,,,,-2.09246,,,-1.810453,-1.810453
1967,Finland,Finland,16,,,2.0111,506800,252000,-0.072998969,,-0.018542732,-0.009749372,-0.018230636,-0.158369001,-0.0198,-0.037344444,-0.037995836,2.169469001,2.0309,2.048444444,2.049095836,-4989.6,-9410.8,-9574.950569,,,546706.1882,511786.8,516208,516372.1506,,,,,,,,,,,,,,,,,,,,,,,,,,-39908.98816,,,,,,,
1967,Former USSR,Former USSR,,,,1.0858,72774000,67026000,-0.026410793,,-0.066206513,-0.046339236,-0.05424526,-0.029454763,-0.05276,-0.062277778,-0.076983865,1.115254763,1.13856,1.148077778,1.162783865,-3536291.76,-4174230.333,-5159920.569,,,74751065.75,76313122.56,76951061.13,77936751.37,,,,,,,,,,,,,,,,,,,,,,,,,,-1974234.946,,,,,,,
1967,France,France,40,,,3.6365,14287540,3928900,-0.052209507,,0.070601992,0.071033069,0.088189626,-0.200318396,0.24118,0.294711111,0.239812878,3.836818396,3.39532,3.341788889,3.396687122,947572.102,1157890.484,942200.8158,,,15074475.8,13339872.75,13129554.37,13345244.03,,,-0.592342019,-0.592342019,,,,0.196005687,,0.573562384,,,,-0.740762174,,,,,0.623936355,,0.969032764,,,,,-787030.9455,,,-0.592342,,,-0.7407622,-0.7407622
1967,Germany,Germany,40,,,4.0216,7830615,1947141,0.028581183,,0.079268704,0.081650986,0.076659934,0.111748188,0.30358,0.286344444,0.295373173,3.909851812,3.71802,3.735255556,3.726226827,591113.0648,557553.0079,575133.2148,,,7613032.766,7239509.181,7273069.238,7255489.031,,,-0.457869679,-0.457869679,,,,1.276336432,,0.334083825,,,,0.100617409,,,,,1.193383336,,0.402894527,,,,,217589.4793,,,-0.45786968,,,0.10061741,0.10061741
1967,Greece,Greece,12,,,1.8419,1935922,1051050,-0.050030586,,0.08574745,0.109605051,0.087721946,-0.09700453,0.18194,0.148544444,0.145464978,1.93890453,1.65996,1.693355556,1.696435022,191228.037,156127.6383,152890.9649,,,2037885.606,1744700.958,1779801.357,1783038.03,,,-0.809468389,-0.809468389,,,,0.181776136,,0.913672566,,,,-0.740748286,,,,,0.58228904,,1.144081831,,,,,-101956.6112,,,-0.8094684,,,-0.7407483,-0.7407483
1967,Guatemala,Guatemala,3,,,0.8687,31555,36326,-0.274924268,,-0.14556901,-0.121975379,-0.144503168,-0.329381747,-0.12068,-0.146733333,-0.148000014,1.198081747,0.98938,1.015433333,1.016700014,-4383.82168,-5330.235067,-5376.248525,,,43521.51753,35940.21788,36886.63127,36932.64472,,,,,,,,,,,,,,,,,,,,,,,,,,-11965.12133,,,,,,,
1967,Honduras,Honduras,3,,,0.8742,549,628,0.025806006,,0.025754424,0.007862759,0.028215215,0.021992083,0.00682,0.023988889,0.021949228,0.852207917,0.86738,0.850211111,0.852250772,4.28296,15.06502222,13.78411502,,,535.1865722,544.71464,533.9325778,535.213485,,,,,,,,,,,,,,,,,,,,,,,,,,13.81102784,,,,,,,
1967,Hungary,Hungary,6,,,2.5895,3021625,1166862,-0.123813961,,0.091808483,0.06393906,0.119713844,-0.365922577,0.15562,0.276855556,0.217747042,2.955422577,2.43388,2.312644444,2.371752958,181587.0644,323052.2273,254080.7489,,,3448570.299,2840002.085,2698536.922,2767508.4,,,-0.998049676,-0.998049676,,,,1.324667931,,1.885048151,,,,-0.965922952,,,,,1.310651422,,1.874769688,,,,,-426981.1496,,,-0.9980497,,,-0.96592295,-0.96592295
1967,India,India,33,,,0.8874,11393000,12838000,-0.150811966,,-0.110829196,-0.09430496,-0.106344411,-0.157598238,-0.0924,-0.1056,-0.110608477,1.044998238,0.9798,0.993,0.998008477,-1186231.2,-1355692.8,-1419991.624,,,13415687.38,12578672.4,12748134,12812432.82,-0.561989129,0.428555459,-1.214687943,-1.214687943,,,-2.414647579,-0.484775901,-1.052113295,-0.26734522,,,0.428555429,-1.020396352,,,,-2.414647341,-0.369956493,-1.052113414,-0.570094764,,,,,-2023246.185,,-1.4507877,-1.214688,-0.5619887,-1.4507877,-1.0203964,-1.0203964
1967,Iran,Iran,25,,,0.8,3800000,4750000,0.033647157,,0.021671541,0.006010915,0.037927605,0.026041503,0.00478,0.029233333,0.016969478,0.773958497,0.79522,0.770766667,0.783030522,22705,138858.3333,80605.02044,,,3676302.86,3777295,3661141.667,3719394.98,,,-1.278165102,-1.278165102,,,,-0.824099422,,-1.287487149,,,,-1.309593439,,,,,-0.688553512,,-0.329443961,,,,,123697.1402,,,-1.2781651,,,-1.3095934,-1.3095934
1967,Iraq,Iraq,25,,,0.637,860000,1350000,0.404243813,,-0.193235466,-0.188576378,-0.165562914,0.183375071,-0.14804,-0.126388889,-0.152573628,0.453624929,0.78504,0.763388889,0.789573628,-199854,-170625,-205974.3978,,,612393.6543,1059804,1030575,1065924.398,,,-1.05860126,-1.05860126,,,,-0.844163358,,-0.806604743,,,,-0.965488076,,,,,-0.700566173,,-0.530472219,,,,,247556.3457,,,-1.0586013,,,-0.9654881,-0.9654881
1967,Ireland,Ireland,7,,,3.8797,298000,76810,-0.056624221,,0.020219527,-0.003892309,0.026940146,-0.232871136,-0.01516,0.101777778,0.076891,4.112571136,3.89486,3.777922222,3.802809,-1164.4396,7817.551111,5905.997688,,,315886.589,299164.1966,290182.2059,292093.7593,,,,,,,,0.569402337,,,,,,,,,,,0.569402814,,,,,,,-17886.83199,,,,,,,
1967,Israel,Israel,12,,,2.3656,221600,93675,0.280194285,,0.36245042,0.334597071,0.409652195,0.517755475,0.59308,0.687455556,0.629316635,1.847844525,1.77252,1.678144444,1.736283365,55556.769,64397.39917,58951.23578,,,173096.8359,166040.811,157200.1808,162646.3442,,,,,,,,,,,,,,,,,,,,,,,,,,48500.74409,,,,,,,
1967,Italy,Italy,40,,,2.3918,9595600,4011844,0.071740507,,0.065204146,0.04913632,0.07131766,0.160103068,0.11202,0.159222222,0.146408814,2.231696932,2.27978,2.232577778,2.245391186,449406.7649,638774.7169,587369.3216,,,8953219.945,9146121.714,8956753.762,9008159.158,,,-0.654192626,-0.654192626,,,,0.34049356,,1.019077778,,,,-0.027872633,,,,,0.069751598,,0.876508772,,,,,642308.5345,,,-0.6541926,,,-0.027872633,-0.027872633
1967,Japan,Japan,37,,,2.7193,996900,366600,0.082018256,,0.066121109,-0.003123373,0.111092447,0.206126137,-0.00852,0.271888889,0.168651695,2.513173863,2.72782,2.447411111,2.550648305,-3123.432,99674.46667,61827.71142,,,921329.5382,1000018.812,897220.9133,935067.6686,,,-1.14913249,-1.14913249,,,,0.101582453,,-0.589082062,,,,0.207294971,,,,,0.645513356,,-0.691554427,,,,,75565.84177,,,-1.1491325,,,0.20729497,0.20729497
1967,Jordan,Jordan,12,,,0.7399,167200,225980,0.233298106,,0.121616012,0.023148404,0.126808467,0.139963945,0.01674,0.083266667,0.080226821,0.599936055,0.72316,0.656633333,0.659673179,3782.9052,18816.60133,18129.65705,,,135573.5497,163419.6968,148386.0007,149072.945,,,,,,,,,,,,,,,,,,,,,,,,,,31629.0523,,,,,,,
1967,Kenya,Kenya,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450402111,-0.450402111,,,,2.258096218,,1.766340017,,,,2.685167551,,,,,1.816528559,,1.397987843,,,,,,,,-0.4504021,,,2.6851676,2.6851676
1967,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Lebanon,Lebanon,12,,,1.0176,67690,66522,0.225306531,,0.119495858,0.203092857,0.155984147,0.187113935,0.17178,0.137311111,0.108619415,0.830486065,0.84582,0.880288889,0.908980585,11427.14916,9134.209733,7225.580714,,,55245.59404,56265.63804,58558.57747,60467.20649,,,-1.439562559,-1.439562559,,,,1.256999612,,0.685227633,,,,-1.439562559,,,,,1.091038942,,0.685227811,,,,,12447.19316,,,-1.4395626,,,-1.4395626,-1.4395626
1967,Lesotho,Lesotho,17,,,0.6812,50000,73400,-0.06592491,,-0.014393755,-0.02392893,-0.028707224,-0.048077557,-0.0167,-0.020133333,-0.009948218,0.729277557,0.6979,0.701333333,0.691148218,-1225.78,-1477.786667,-730.1991921,,,53528.97268,51225.86,51477.86667,50730.27919,,,-1.03526628,-1.03526628,,,,0.212975428,,1.692586422,,,,0.508918166,,,,,-0.100106798,,1.619397879,,,,,-3528.892683,,,-1.0352663,,,0.50891817,0.50891817
1967,Libya,Libya,12,,,0.271,62221,229556,-0.214354595,,0.012219986,-0.034556466,0.050206683,-0.07393933,-0.0097,0.012955556,0.003271637,0.34493933,0.2807,0.258044444,0.267728363,-2226.6932,2974.025511,751.0238969,,,79182.89291,64436.3692,59235.65049,61458.6521,,,-0.150251985,-0.150251985,,,,-0.094128035,,0.012284875,,,,-0.148294285,,,,,-0.024824351,,0.612333298,,,,,-16973.21691,,,-0.15025198,,,-0.14829428,-0.14829428
1967,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Malawi,Malawi,17,,,2.5467,764,300,0.463854689,,0.221463303,0.168200292,0.217455276,0.806978142,0.36668,0.454877778,0.461741743,1.739721858,2.18002,2.091822222,2.084958257,110.004,136.4633333,138.5225229,,,521.9165575,654.006,627.5466667,625.4874771,,,,,,,,,,,,,,,,,,,,,,,,,,242.0934425,,,,,,,
1967,Mali,Mali,18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Malta,Malta,18,,,1.4322,2217,1548,-0.225100897,,-0.048189231,0.034422985,-0.051997529,-0.416040622,0.04766,-0.078555556,-0.072510859,1.848240622,1.38454,1.510755556,1.504710859,73.77768,-121.604,-112.2468096,,,2861.076483,2143.26792,2338.6496,2329.29241,,,,,,,,,,,,,,,,,,,,,,,,,,-644.030883,,,,,,,
1967,Mauritania,Mauritania,18,,,0.6053,230,380,0.958521709,,0.24207412,0.133308369,0.249931167,0.296240367,0.0712,0.121033333,0.117969985,0.309059633,0.5341,0.484266667,0.487330015,27.056,45.99266667,44.82859421,,,117.4426604,202.958,184.0213333,185.1854058,,,,,,,,,,,,,,,,,,,,,,,,,,112.5713396,,,,,,,
1967,Mexico,Mexico,0,,,2.7267,2122389,778374,-0.031387861,,0.049980257,0.058255065,0.03741672,-0.088358671,0.1501,0.098344444,0.129794028,2.815058671,2.5766,2.628355556,2.596905972,116833.9374,76548.7586,101028.2964,,,2191168.478,2005558.448,2045843.627,2021364.089,,,1.176349759,1.176349759,,,,-0.157107398,,-0.41617623,,,,1.152419567,,,,,-0.814112961,,-0.616119087,,,,,-68776.09212,,,1.1763498,,,1.1524196,1.1524196
1967,Mongolia,Mongolia,37,,,0.8401,289000,344000,0.105656606,,0.180186802,0.321868018,0.141319607,0.080280002,0.20456,0.104022222,0.128263536,0.759819998,0.63554,0.736077778,0.711836464,70368.64,35783.64444,44122.65637,,,261378.0794,218625.76,253210.7556,244871.7436,-0.162600279,-0.7095263,-0.045957565,-0.045957565,,,2.4344697,,2.236531019,-1.569469929,,,-0.952694476,-0.045957588,,,,2.026383638,,1.729554057,-1.569470763,,,,,27616.32064,,-0.3389987,-0.045957565,-0.23432137,-0.6141106,-0.045957588,-0.045957588
1967,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Morocco,Morocco,18,,,0.7399,1506500,2036000,-0.128852495,,-0.176601527,-0.154032608,-0.190815855,-0.109439516,-0.13472,-0.174477778,-0.158692874,0.849339516,0.87462,0.914377778,0.898592874,-274289.92,-355236.7556,-323098.6913,,,1729255.254,1780726.32,1861673.156,1829535.091,,,-0.911559165,-0.911559165,,,,-0.947109222,,-0.297636896,,,,-0.99442023,,,,,-1.00190258,,-0.492952347,,,,,-222818.8538,,,-0.91155916,,,-0.99442023,-0.99442023
1967,Mozambique,Mozambique,17,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.321376115,,,,,,,,,,,-0.321376652,,,,,,,,,,,,,,
1967,Myanmar,Myanmar,21,,,0.4979,66790,134148,-0.165941159,,-0.114477728,-0.117667907,-0.144044163,-0.099060281,-0.0664,-0.083788889,-0.064367055,0.596960281,0.5643,0.581688889,0.562267055,-8907.4272,-11240.11187,-8634.711696,,,80081.02771,75699.7164,78032.40107,75427.0009,,,,,,,,,,,,,,,,,,,,,,,,,,-13288.73851,,,,,,,
1967,Namibia,Namibia,36,,,1.5,600,400,-0.05766511,,-0.025368957,-0.039151378,-0.03379568,-0.09179079,-0.06112,-0.052466667,-0.039043939,1.59179079,1.56112,1.552466667,1.539043939,-24.448,-20.98666667,-15.61757568,,,636.7163161,624.448,620.9866667,615.6175757,,,-0.45133996,-0.45133996,,,,0.015694592,,1.47974205,,,,-0.45133996,,,,,0.015694747,,1.479741573,,,,,-36.7163161,,,-0.45133996,,,-0.45133996,-0.45133996
1967,Nepal,Nepal,23,,,1.2619,159000,126000,0.318440609,,0.079166051,0.05981456,0.08915933,0.304784457,0.07122,0.1033,0.092571148,0.957115543,1.19068,1.1586,1.169328852,8973.72,13015.8,11663.96465,,,120596.5584,150025.68,145983.6,147335.4353,,,-0.059978276,-0.059978276,,,,-1.410445094,,-2.094708204,,,,-0.094401442,,,,,-1.200356245,,-2.130099297,,,,,38402.84156,,,-0.059978276,,,-0.09440144,-0.09440144
1967,Netherlands,Netherlands,16,,,4.7906,738587,154174,-0.040435975,,0.067473853,0.085840957,0.065198486,-0.20187562,0.37872,0.293222222,0.302808579,4.99247562,4.41188,4.497377778,4.487791421,58388.77728,45207.24289,46685.2099,,,769709.9363,680197.1871,693378.7215,691900.7545,,,,,,,,,,,,,,,,,,,,,,,,,,-31123.97185,,,,,,,
1967,New Caledonia,New Caledonia,31,,,3,150,50,0.244857186,,0.144886632,0.103955842,0.185359493,0.590085005,0.2825,0.469122222,0.37965322,2.409914995,2.7175,2.530877778,2.62034678,14.125,23.45611111,18.982661,,,120.4957497,135.875,126.5438889,131.017339,,,,,,,,,,,,,,,,,,,,,,,,,,29.50425025,,,,,,,
1967,New Zealand,New Zealand,28,,,3.7272,347760,93304,0.381656726,,0.106237335,0.051064262,0.126988073,1.029569012,0.18108,0.419977778,0.357941089,2.697630988,3.54612,3.307222222,3.369258911,16895.48832,39185.60658,33397.33534,,,251699.7617,330867.1805,308577.0622,314365.3335,,,,,,,,,,,,,,,,,,,,,,,,,,96062.90707,,,,,,,
1967,Niger,Niger,18,,,1.24,372,300,0.108298862,,0.190729243,0.247610424,0.209205565,0.121168209,0.2461,0.214533333,0.198621359,1.118831791,0.9939,1.025466667,1.041378641,73.83,64.36,59.5864078,,,335.6495372,298.17,307.64,312.4135922,,,,,,,,,,,,,,,,,,,,,,,,,,36.35046279,,,,,,,
1967,Nigeria,Nigeria,24,,,1.9091,21000,11000,-0.013935833,,0.060142268,0.039599647,0.057718707,-0.026980901,0.07272,0.104177778,0.108303958,1.936080901,1.83638,1.804922222,1.800796042,799.92,1145.955556,1191.34354,,,21296.88991,20200.18,19854.14444,19808.75646,,,,,,,,,,,,,,,,,,,,,,,,,,-296.7899092,,,,,,,
1967,North Korea,North Korea,,,,0.5688,91000,160000,-0.338959701,,-0.044528996,-0.004445689,-0.035677957,-0.291661913,-0.00254,-0.021044444,-0.026508489,0.860461913,0.57134,0.589844444,0.595308489,-406.4,-3367.111111,-4241.358318,,,137673.906,91414.4,94375.11111,95249.35832,,,,,,,,,,,,,,,,,,,,,,,,,,-46665.90601,,,,,,,
1967,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Norway,Norway,16,,,3.2138,10583,3293,-0.032297581,,0.086395194,0.096381103,0.086085703,-0.107262279,0.28252,0.254733333,0.255576309,3.321062279,2.93128,2.959066667,2.958223691,930.33836,838.8368667,841.6127869,,,10936.25809,9652.70504,9744.206533,9741.430613,,,,,,,,,,-0.55809027,,,,,,,,,,,-0.558090329,,,,,-353.2146859,,,,,,,
1967,Oman,Oman,25,,,1.4167,1700,1200,0.154649972,,-0.043641925,-0.027045217,-0.044277041,0.18974808,-0.03938,-0.065633333,-0.064648919,1.22695192,1.45608,1.482333333,1.481348919,-47.256,-78.76,-77.57870278,,,1472.342304,1747.296,1778.8,1777.618703,,,,,,,,,,,,,,,,,,,,,,,,,,227.6976956,,,,,,,
1967,Pakistan,Pakistan,5,,,0.811,4334000,5344000,-0.176136982,,-0.142303204,-0.114802768,-0.140758355,-0.173386945,-0.10518,-0.132855556,-0.13455559,0.984386945,0.91618,0.943855556,0.94555559,-562081.92,-709980.0889,-719065.0723,,,5260563.836,4896065.92,5043964.089,5053049.072,,,-0.464873642,-0.464873642,,,,-0.968111396,,-1.051229358,,,,-0.489763975,,,,,-0.894016206,,-0.684411287,,,,,-926579.8365,,,-0.46487364,,,-0.48976398,-0.48976398
1967,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Paraguay,Paraguay,22,,,1.201,25100,20900,0.283611391,,0.258490391,0.148534925,0.259628719,0.265358568,0.15532,0.247544444,0.246682027,0.935641432,1.04568,0.953455556,0.954317973,3246.188,5173.678889,5155.654355,,,19554.90593,21854.712,19927.22111,19945.24565,,,,,,,,,,,,,,,,,,,,,,,,,,5545.994074,,,,,,,
1967,Peru,Peru,27,,,0.952,152180,159850,0.044687676,,0.024475308,0.03523271,0.023032561,0.040722857,0.0324,0.021433333,0.022743831,0.911277143,0.9196,0.930566667,0.929256169,5179.14,3426.118333,3635.60143,,,145667.6513,146998.06,148751.0817,148541.5986,,,,,,,,,,,,,,,,,,,,,,,,,,6509.548735,,,,,,,
1967,Poland,Poland,6,,,2.2404,3857600,1721800,-0.062454522,,-0.007822336,-0.011131611,0.000277805,-0.149244078,-0.02522,0.000622222,-0.01766333,2.389644078,2.26562,2.239777778,2.25806333,-43423.796,1071.342222,-30412.72169,,,4114489.173,3900944.516,3856449.378,3887933.442,,,-0.03162438,-0.03162438,,,,2.345566988,,1.637750506,,,,0.005814391,,,,,2.316151619,,1.550113082,,,,,-256968.4535,,,-0.03162438,,,0.005814391,0.005814391
1967,Portugal,Portugal,0,,,1.1112,651300,586128,0.200944053,,0.151466243,0.165879761,0.141331142,0.185927922,0.1581,0.1376,0.146169538,0.925272078,0.9531,0.9736,0.965030462,92666.8368,80651.2128,85674.05913,,,542327.8727,558638.5968,570654.2208,565631.3745,,,-0.616464257,-0.616464257,,,,,,-0.757228971,,,,-0.616463959,,,,,,,-0.75722903,,,,,108977.5609,,,-0.61646426,,,-0.61646396,-0.61646396
1967,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Romania,Romania,6,,,1.9976,5819600,2913300,0.081449494,,0.155365185,0.115528949,0.178849634,0.150449475,0.20688,0.303066667,0.268622854,1.847150525,1.79072,1.694533333,1.728977146,602703.504,882924.12,782578.9592,,,5381303.625,5216904.576,4936683.96,5037029.121,,,-0.89561075,-0.89561075,,,,0.961451292,,1.235683918,,,,-0.809821129,,,,,1.007933021,,1.472833633,,,,,438304.4551,,,-0.89561075,,,-0.8098211,-0.8098211
1967,Rwanda,Rwanda,9,,,0.8,300,375,0.106717431,,0.000511696,-0.035912268,0.007415699,0.077141592,-0.0298,0.005888889,0.000409147,0.722858408,0.8298,0.794111111,0.799590853,-11.175,2.208333333,0.15343016,,,271.071903,311.175,297.7916667,299.8465698,,,,,,,,,,,,,,,,,,,,,,,,,,28.92809704,,,,,,,
1967,Saudi Arabia,Saudi Arabia,25,,,1.6471,118149,71732,0.029740689,,-0.01884199,-0.05789558,-0.025563999,0.047571091,-0.10122,-0.043211111,-0.031630626,1.599528909,1.74832,1.690311111,1.678730626,-7260.71304,-3099.619422,-2268.928086,,,114737.4077,125410.4902,121249.3966,120418.7053,,,,,,,,,,,,,,,,,,,,,,,,,,3412.369503,,,,,,,
1967,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,South Africa,South Africa,0,,,0.8297,1077000,1298000,0.672844979,,0.205560131,0.275127559,0.206271,0.333718597,0.17902,0.141877778,0.141472197,0.495981403,0.65068,0.687822222,0.688227803,232367.96,184157.3556,183630.9121,,,643783.8613,844582.64,892793.2444,893319.6879,,,-1.008805871,-1.008805871,,,,0.477141649,,1.893925309,,,,-1.00211513,,,,,0.056412842,,1.918804407,,,,,433166.7387,,,-1.0088059,,,-1.0021151,-1.0021151
1967,South Korea,South Korea,,,,2.0548,191000,92955,-0.112036141,,-0.035711746,-0.03741111,-0.025571041,-0.259258146,-0.07986,-0.053922222,-0.076098091,2.314058146,2.13466,2.108722222,2.130898091,-7423.3863,-5012.340167,-7073.698017,,,215103.2749,198427.3203,196016.2742,198077.632,,,,,,,,,,,,,,,,,,,,,,,,,,-24099.34094,,,,,,,
1967,Spain,Spain,40,,,1.3263,5654000,4263000,0.074673102,,0.101805014,0.075529534,0.100724798,0.092157266,0.09314,0.121366667,0.12254799,1.234142734,1.23316,1.204933333,1.20375201,397055.82,517386.1,522422.0816,,,5261150.475,5256961.08,5136630.8,5131594.818,,,-0.418484449,-0.418484449,,,,-0.945089817,,-0.028667357,,,,1.336868286,,,,,-0.779746175,,0.11367587,,,,,392866.4246,,,-0.41848445,,,1.3368683,1.3368683
1967,Sudan,Sudan,9,,,1.0825,78446,72465,-0.008202422,,-0.08192995,0.008722068,-0.080323598,-0.008952555,0.00936,-0.094544444,-0.096603925,1.091452555,1.07314,1.177044444,1.179103925,678.2724,-6851.163167,-7000.403448,,,79092.10936,77765.0901,85294.52567,85443.76595,,,0.207842723,0.207842723,,,,0.333046973,,-0.110191479,,,,0.301231921,,,,,1.529254794,,-0.332311094,,,,,-648.7468627,,,0.20784272,,,0.30123192,0.30123192
